question_id	year	exam_phase	subject	question_number	question_text	alternatives
ITA-MC-2026-P1-MAT-Q012	2026	phase_1	matematica	12	"Considere m E R positivo. A sequência r, é uma progressão geométrica crescente de termos positivos de razão q e termo inicial 1 = q. As circunferências Cy (x — nm)? +(y-— mn)? = 2 são duas a duas tangentes externamente, nessa ordem. A expressão de q em função de m é A( )———— vm +141 Vm+1-1 m+1 c()+"" EO). m m m > > B( vVm+1+1 vVm+1-1 ) |—————_].. D( ) |—————].. mm 4 FÍSICA Quando e se necessário, use os seguintes valores para as quantidades a seguir: Aceleração local da gravidade g = 10 m/s?. V2 21,4; /3 21,7; V522,2 V7 +26"	A:  || B:  || C:  || D:  || E: 
ITA-MC-2026-P1-QUI-Q025	2026	phase_1	quimica	25	"Um grupo de pesquisadores está testando um novo catalisador heterogêneo para oxidação de um poluente orgânico. Na ausência de catalisador, a constante de velocidade é igual a 2,0:-10ºs-! a 310 K, e a energia de ativação é 85 kJ-mol-!. Na presença do catalisador, a constante de velocidade da reação a 310 K aumenta 10 vezes. Considerações: i) o fator pré-exponencial e a ordem de reação não se alteram com a adição do catalisador; e ii) a concentração inicial do poluente é de 0,200 mol-L~"". Assinale a alternativa que melhor representa, respectivamente, a energia de ativação e o tempo necessário para que a concentração do poluente caia para 0,050 mol:L| na presença do catalisador."	A: 79kJ-mol!; 69 s. || B: 66kJ:mol; 69 s. || C: 72kJ-mol-'; 75s. || D: 66kJ:mol!; 75 s. || E: 79kJ-mol!; 75s
ITA-MC-2026-P1-QUI-Q026	2026	phase_1	quimica	26	Considere as seguintes afirmações: I. A primeira energia de ionização do átomo de Nitrogênio é menor que a primeira energia de ionização do átomo de Oxigênio. Il. O íon Rb* tem menor raio iônico que o Sr?*. Ill. A molécula CH2O apresenta geometria trigonal plana e é apolar. IV. A molécula PCls apresenta geometria bipiramide trigonal e é polar. Das afirmativas acima, está(ão) CORRETA(S)	A: Japenasle ll. || B: apenas le Ill. || C: apenasle IV. || D: apenas IV. || E: nenhuma
ITA-MC-2026-P1-QUI-Q027	2026	phase_1	quimica	27	Considere duas barras X e Y, com 200 g cada, compostas por materiais hipotéticos distintos. Com o objetivo de determinar o calor específico de cada material, foram realizados os dois experimentos isobáricos a seguir: Experimento 1: As barras X e Y, inicialmente a 230 ºC, foram colocadas simultaneamente em um mesmo recipiente isolado (m = 500 g e Cp = 0,1 cal-g 1.ºC-1), que continha água (m = 350 g e Cp = 1,0 cal-g 1.ºC-1), inicialmente a 25 °C. Experimento 2: A barra X, inicialmente a 260 °C, e a barra Y, inicialmente a 185 °C, foram colocadas simultaneamente no mesmo recipiente isolado, que continha os mesmos 350 g de água, inicialmente a 25 °C. Sabendo que, no início do experimento, a água e o recipiente se encontravam na mesma temperatura e que, em ambos os experimentos, o equilíbrio térmico foi atingido a 30 °C, assinale a alternativa que apresenta o calor específico (em cal.g !.ºC-1) dos materiais X e Y, respectivamente.	A: 0,01 e 0,04. || B: 0,02 e 0,03. || C: 0,025 e 0,025. e 0,02. || D: 0,03 12 || E: 0,04€e 0,01.
ITA-MC-2026-P1-QUI-Q028	2026	phase_1	quimica	28	Considere as seguintes afirmações relacionadas ao efeito estufa: I. O metano e o óxido nitroso, embora em menor quantidade na atmosfera, têm potencial de aquecimento muito maior que o COz. ll. Semo efeito estufa, a temperatura média da Terra seria de, aproximadamente, 25 °C. lll. O aumento da temperatura da Terra provoca maior evaporação dos oceanos, intensificando o efeito estufa. IV. Ao serem expostos à radiação ultravioleta na atmosfera, os CFCs (clorofluorcarbonetos) liberam átomos de hidrogênio, já que a ligação entre os átomos de carbono e hidrogênio é mais fraca do que as ligações carbono-flúor e carbono- cloro. Assinale a opção que contém as afirmações CORRETAS.	A: Apenas, Ile III. || B: Apenaslelll. || C: Apenas le IV. || D: Apenas Il, Ill e IV. || E: Apenas lle IV
ITA-MC-2026-P1-QUI-Q029	2026	phase_1	quimica	29	"Considere uma célula galvânica constituída de um béquer, contendo uma solução S aerada, na qual estão imersas duas barras metálicas, uma de ferro e outra de cobre. As barras são conectadas externamente por um condutor metálico. Sobre essa célula galvânica, são feitas as seguintes afirmações: I. Quando S é uma solução aquosa a 1 mol-L! em NaCl, o meio torna-se mais básico. Il. Quando S é uma solução aquosa a 1 mol:L-! em CuSOs, a massa da barra de cobre aumenta. Ill. Quando S é uma solução aquosa a 1 mol:L-! em HCI, há formação de bolhas de gás sobre a barra de cobre. IV. Quando S é uma solução aquosa a 1 mol-L-' em HNOs, a massa da barra de cobre diminui. Dados de potenciais padrão de eletrodo eventualmente necessários: Semirreação E° (V) Nat +e = Na — 2,11 2H20 + 26"" =H2 + 20H"" — 0,83 Fe?+ 2e- = Fe — 0,44 2Ht+ 26 = Hz 0 Cu?'+ 26 = Cu 0,34 O2 + 2H20 + 4e = 40H"" 0,40 NOs+ 2H'+e- =NO2+H20 0,80 O2 + 4H'+ 4e° = 2H20 1,23 Clo + 2e7 > 2CI 1,36 Com base nas informações do enunciado, está(ão) CORRETA(S) apenas: A( )Il B( J)LllelV. CC )ilellk D( )ille lV. E( Jtodas. 13"	A:  || B:  || C:  || D:  || E: 
ITA-MC-2026-P1-QUI-Q030	2026	phase_1	quimica	30	"Uma dada solução aquosa a 100 °C apresenta o equilíbrio químico A(aq) = B(aq). A quantidade inicial de A(aq) corresponde a 1,0 mol, e a constante de equilíbrio dessa reação é igual a 1,0. A essa solução é fornecida uma quantidade de energia igual a 540 cal por segundo, e a quantidade inicial de água na solução é igual a 1000 q. Considerações: i) o volume das substâncias A e B é desprezível em relação ao volume da solução; ii) o equilíbrio é atingido muito rapidamente; iii) as substâncias A e B não são voláteis; e iv) toda a energia é utilizada para ebulição do solvente. Assinale a alternativa que melhor representa o tempo gasto, em segundos, para que a temperatura da solução aumente em 1,04 ºC. Dados: K(ebulioscópica) da água = 0,52 °C-kg-mol"" AHebulição(H20) = 540 cal-g~"""	A: 400. || B: 500. || C: 600. || D: 700. || E: 800
ITA-MC-2026-P1-QUI-Q031	2026	phase_1	quimica	31	Considere que a reação A > 3B é um processo elementar que ocorre em meio aquoso. As substâncias A e B não são voláteis. No início da reação, 1 mol de A está dissolvido em 90 g de água. Após 20 horas, a pressão de vapor da solução é igual a 16 mmHg. Considerações: i) temperatura de 25 °C durante a reação; e ii) pressão de vapor da água pura a 25 ºC igual a 24 mmHg. Assinale a alternativa que apresenta a pressão de vapor da solução após 30 horas.	A: 11,54 mmHg. || B: 12,07 mmHg. || C: 13,20 mmHg. || D: 14,05 mmHg. || E: 15,48 mmHg
ITA-MC-2026-P1-QUI-Q032	2026	phase_1	quimica	32	São feitas as seguintes afirmações sobre séries orgânicas: 1. O subconjunto de moléculas {CH4, C2He, C3Hs, CH30H, C2H50H, C3H7OH} pode ser dividido em três subconjuntos que representam três séries homólogas distintas. Il. As propriedades químicas das substâncias em uma dada série isóloga são próximas entre si. lll. As substâncias em uma dada série heteróloga são constituídas por diferentes números de carbono em suas cadeias. Das afirmativas acima, está(ão) CORRETA(S)	A: nenhuma. || B: apenas lI. || C: apenas |e Ill. || D: apenas ll. || E: apenas lle Ill. 14
ITA-MC-2026-P1-QUI-Q033	2026	phase_1	quimica	33	Considere as seguintes afirmações sobre a constituição e propriedade da matéria: I. O modelo atômico de Rutherford evidenciou a existência do núcleo atômico carregado densamente por partículas positivas, tendo os elétrons dispostos em torno dele. A partir desse modelo, os elementos químicos passaram a ser diferenciados pelo número de elétrons que ocupam a região conhecida como eletrosfera. Il. O experimento dos raios catódicos permitiu calcular a relação entre a carga elétrica e a massa de um próton. Isso possibilitou, posteriormente, a determinação experimental da massa do elétron. HI. O cobre (Cu) possui dois isótopos estáveis: Cu63 (69,09%) e Cu65 (30,91%), com massas atômicas iguais a 62,93 u e 64,93 u, respectivamente. Com base nessas informações, a massa atômica média do cobre é de aproximadamente 63,55 u. IV. Foram realizadas análises químicas de duas amostras de hidrocarbonetos. A amostra 1 contém 2,65 g de carbono e 0,665 g de hidrogênio. A amostra 2 contém 4,56 g de carbono e 0,383 g de hidrogênio. Os resultados de massa obtidos estão de acordo com a lei de proporções múltiplas, e as amostras 1 e 2 poderiam ser o etano e o eteno, respectivamente. Assinale a opção que contém as afirmações ERRADAS.	A: Apenas le ll. || B: Apenas |, Ile IV. || C: Apenas|l,llle IV. || D: Apenaslle Ill. || E: Apenasllle IV
ITA-MC-2026-P1-QUI-Q034	2026	phase_1	quimica	34	A reação abaixo, entre haloalcanos e um nucleófilo (Nu), depende de fatores como a estrutura dos grupos ligados ao carbono sp? do haloalcano, as características do solvente, a estabilidade do haleto no solvente, entre outros. Considerando essa reação, avalie as afirmações a seguir. RiR2R3C-X + Nu — RiR2R3C—Nu + X- I. Comparando dois possíveis haloalcanos para essa reação, o (CHs)H2C-l| é mais suscetível a formar um carbocation do tipo RiRzR3C* do que o (CsH7)3C-I. Il. | Entre haloalcanos do tipo (CHs)sC-X, a tendência de se formar um carbocation do tipo (CH3)3C* em um solvente polar aumenta na ordem (CHs)3C-F > (CHs)3C-CI > (CHs)3C-Br > (CH3)3C-I. HI. O carbocation (CsH7)sC*, formado a partir do haloalcano, é suscetível ao ataque de nucleófilo, resultando em enantiômero puro como produto da reação. Das afirmativas acima, está(ão) CORRETA(S)	A: nenhuma. || B: Japenaslell. || C: Japenaslelll. || D: Japenaslle Ill. || E: Jtodas. 15
ITA-MC-2026-P1-QUI-Q035	2026	phase_1	quimica	35	"O polietileno tereftalato (PET), um polímero termoplástico, é formado pela polimerização por condensação entre o ácido tereftálico (CsH$0,) e o etilenoglicol (C,H,O2). A densidade do PET é 1,38 g:cm*, e um fio de PET tem massa molar média de 38.400 g:mol”"". Em uma reação, 332 g de ácido tereftálico reagem completamente com excesso de etilenoglicol, com rendimento de 100%. Assinale a alternativa que melhor apresenta a massa molar da unidade repetitiva do PET (em g:mol”""), a massa teórica de PET produzida (em 9), o volume do PET produzido (em cm?) e o número médio de unidades repetitivas por cadeia polimérica, respectivamente."	"A: 192,17 g mol”; 384,34 g; 278,51 cm?; 200 unidades. || B: 210,19 g:mol”""; 400,00 g; 290,00 cm?; 182 unidades. || C: 192,17 gmol”""; 432,17 9; 313,17 cm?*; 250 unidades. || D: 166,14 g-mol™; 384,34 g; 250,00 cm?; 231 unidades. || E: 192,17 g-mol”; 384,34 g; 300,00 cm?; 220 unidades"
ITA-MC-2026-P1-QUI-Q036	2026	phase_1	quimica	36	Considere a seguinte reação química hipotética, que ocorre em fase gasosa: 2X(9) + W(g) > Y(g) + Z(g). Um reator de volume fixo e temperatura constante foi alimentado com 36 atm de uma mistura gasosa composta de X, W e uma substância inerte |, na proporção molar X:W:l igual a 3:2:1. Assinale a alternativa que apresenta a pressão interna no reator (em atm) quando 75% do reagente W forem consumidos.	A: 18. || B: 24. || C: 27. || D: 30. || E: 33. 16 INGLES Leia o texto a seguir para responder às questões 37 a 39. The voluminous literature dealing with the idea of human progress is decidedly a mixed bag. While some of these writings are impressive and even inspiring, many of them are superficial, perhaps even ridiculous, in their reiteration (especially during the nineteenth century) of the comforting prospect that every day in every way we are growing better and better. This kind of foolishness is manifested especially in discussions of such matters as economic, political, and moral progress, and of progress in art.[...] From time to time, there seems to be real and measurable improvement in these areas. At other times the opposite seems equally to be the case. Thus the fervent belief of writers like the French sociophilosopher Auguste Comte in the inevitability of progress in all fields of human endeavor must be viewed as insupportable. We cannot accept it any longer, even if we once thought it was true. Progress in human knowledge is another matter. Here it is possible to argue cogently that progress is in the nature of things. “Not only does each individual progress from day to day”, wrote French philosopher, mathematician, and mystic Blaise Pascal, “but mankind as a whole constantly progresses... in proportion as the universe grows older.” The essence of man as a rational being, as a later historian would put it, is that he develops his potential capacities by accumulating the experience of past generations. Just as in our individual lives we learn more and more from day to day and from year to year because we remember some at least of what we have learned and add our new knowledge to it, so in the history of the race the collective memory retains at least some knowledge from the past to which is added every new discovery. The memories of individuals fail and the persons die, but the memory of the race is eternal, or at least it can be expected to endure as long as human beings continue to write books and read them, or — which becomes more and more common — store up their knowledge in other mediums for the use of future generations. Fonte: VAN DOREN, Charles. A History of Knowledge. Past, Present and Future. New York. The Random House Publishing Group. 1991, p. XV-XVI. 17
ITA-MC-2026-P2-POR-Q001	2026	phase_2	portugues	1	Segundo os argumentos desenvolvidos, o narrador	A: prefere a prosa ao verso como subterfúgio para sua incapacidade de escrever poemas. || B: crê que as leis rítmicas, próprias dos versos, restringem a livre expressão do pensamento. || C: julga que a prosa, ao prescindir de estrutura rítmica, compromete a manifestação das ideias. || D: diz que o ritmo acidental do verso impede a prosa, assim como o da prosa afeta o verso. || E: atesta que a prosa, ao valer-se de transposições, procura imitar outras formas de arte. 2
ITA-MC-2026-P2-POR-Q002	2026	phase_2	portugues	2	O livro do desassossego é assinado por Bernardo Soares, um dos heterônimos de Fernando Pessoa. Sobre tais heterônimos, assinale a alternativa CORRETA.	A: Heterônimos são assinaturas fictícias adotadas por Pessoa, que mantém sua personalidade ao escrever sob diferentes nomes. || B: Alberto Caieiro é o poeta que, em busca da simplicidade, volta-se para a vida no campo. || C: Ricardo Reis é o poeta das sensações, que representa o homem moderno ao tratar de temáticas futurísticas. || D: Álvaro de Campos é o poeta neoclássico, que compõe versos eruditos que trazem referências mitológicas. || E: Bernardo Soares é adepto a um estilo coloquial e explora de forma objetiva o real sentido da vida. Leia o texto a seguir para responder às questões3 e 4. A IDEIA De onde ela vem?! De que matéria bruta Vem essa luz que sobre as nebulosas Cai de incógnitas criptas misteriosas Como as estalactites duma gruta?! Vem da psicogenética’ e alta luta Do feixe de moléculas nervosas, Que, em desintegrações maravilhosas, Delibera, e depois, quer e executa! Vem do encéfalo absconso? que a constringe?, Chega em seguida às cordas da laringe, Tisica*, tênue, mínima, raquítica... Quebra a força centrípeta que a amarra, Mas, de repente, e quase morta, esbarra No molambo? da lingua paralítica! Fonte: ANJOS, Augusto dos. Eu e outras poesias. 42. ed. Rio de Janeiro: Civilização Brasileira, 1998. Disponível em http://www .dominiopublico.gov.br/download/texto/bv.00054a. pdf Glossário: 1 psicogenética: origem e evolução das funções psíquicas. 2 absconso: oculto, escondido. 3 constringir: apertar. 4 tisico: tuberculoso, fraco. 3 5 molambo: farrapo
ITA-MC-2026-P2-POR-Q003	2026	phase_2	portugues	3	Uma característica do Parnasianismo evidenciada no poema é a A( |) composição de versos decassílabos, distribuídos em dois quartetos e dois tercetos. B( ) valorização das figuras sonoras, principalmente as de construções paronomásticas. C( ) predileção pelo soneto, cujos versos alexandrinos denotam a estilística parnasiana. D( ) presença do pessimismo, ao sugerir que a forma como a ideia se desenvolveu provocou em si mesma danos irreversíveis. E ( ) objetividade, evidente na inquietação do eu lírico ao tentar compreender de onde vem a ideia	A:  || B:  || C:  || D:  || E: 
ITA-MC-2026-P2-POR-Q004	2026	phase_2	portugues	4	Dado o contexto do poema, avalie cada assertiva abaixo, se é V (verdadeira) ou F (falsa). Depois, assinale a sequência CORRETA. ( ) “tísica”, “mínima”, “raquítica” e “centrípeta” são adjetivos que desempenham a função de predicativo do sujeito. ( ) Em “a forga centrípeta”, “força” é substantivo e atua como núcleo do sujeito. ( ) Em “que a constringe” e “que a amarra”, “a” é pronome pessoal e exerce a função de objeto direto. ( ) “executa” é um verbo regular, que é classificado como intransitivo. AC )V,V, FF B( )V,V,V,V C( )F,V,V,F D( )F,F,F,F E( )F,F,V,V Leia o texto abaixo para responder às questões 5 e 6. Loucura mansa “Para mim é difícil falar simplesmente de gosto pelos livros, porque em matéria de livros, meu caso é muito mais grave: é um amor que vem desde a infância, que me tem acompanhado a vida inteira, e, acima disto, é incurável. Não se trata por isso de um interesse periférico, e o prazer que me tem proporcionado em todo este longo percurso, faz com que tenha procurado, permanentemente, desejar que muitas pessoas mais possam também desfrutá-lo. Daí eu aproveitar qualquer oportunidade que me surja (e esta espero que seja uma delas) para inocular o vírus do amor ao livro em todos os possíveis leitores que já não o tenham adquirido anteriormente. 4 O prazer que o livro pode trazer tem múltiplos aspectos. O primeiro, fundamental, que é óbvio, mas muita gente não se dá conta disso, é o da leitura, através da qual se estabelece um contato com o mundo exterior que abre, para o leitor, horizontes ilimitados. O livro informa, enriquece o espírito, põe a imaginação em movimento, provoca tanto reflexão como emoção, é, enfim, um grande companheiro. Companheiro ideal, aliás, pois está sempre à disposição, não cria problemas, não se ofende quando é esquecido, e se deixa retomar sem histórias, a qualquer hora do dia ou da noite queo leitor deseja. Brincadeira à parte, creio que a utilidade do livro é indiscutível, pois dá permanência ao pensamento humano. Semo livro não teríamos chegado a conhecer a obra dos filósofos, dramaturgos e cientistas da Antiguidade e da Idade média. A invenção dos tipos móveis por Gutenberg no século XV, permitindo o surgimento do livro impresso, foi uma revolução comparável, e diria mesmo até superior à que resultou da informática, pelo menos até agora. De lá para cá, foram-se formando as grandes bibliotecas, e aí surge o segundo prazer: possuir o livro, que, além do conteúdo, também pode ser apreciado como objeto de arte, pela ilustração, diagramação, papel, tipografia, ou encadernação. O primeiro livro que se adquire provoca a busca de outros, e, em pouco tempo, começa a formar-se a biblioteca, em que por sua vez se formam as mais variadas coleções: autores, assuntos, edições, raridades, manuscritos, e muitos et ceferas. Há o prazer intelectual da leitura, e o prazer físico do contato com o livro. Falo sempre de loucura mansa, e posso assegurar que não é só mansa: é também prazerosa. Sugiro a quem ainda não a tenha que procure contraí-la.” Fonte: MINDLIN, José. Loucura mansa. In: SILVEIRA, Julio; RIBAS, Martha (Org.). A Paixão pelos livros. Rio de Janeiro: Casa da Palavra, 2004, p. 15-16	A:  || B:  || C:  || D:  || E: 
ITA-MC-2026-P2-POR-Q005	2026	phase_2	portugues	5	Considere as assertivas referentes ao que se depreende do conteúdo do texto. Em seguida, assinale a alternativa CORRETA. |. O amor pelo livro provoca efeitos nas dimensões emocional, intelectual e sensorial. ll. A relação com os livros revela-se inócua a ponto de suscitar o desejo de que outras pessoas desfrutem do prazer proporcionado pela leitura. HI. A utilidade do livro é inequívoca, porque assegura a perenidade do conhecimento.	A: Todas as assertivas estão corretas. || B: Apenas a assertiva Ill está correta. || C: Apenas as assertivas | e Ill estão corretas. || D: Apenas a assertiva | está correta. || E: Apenas as assertivas Il e Ill estão corretas. 5
ITA-MC-2026-P2-POR-Q006	2026	phase_2	portugues	6	O vocábulo destacado constitui exemplo de DERIVAÇÃO PARASSINTÉTICA em	A: “[...] que me tem acompanhadoa vida inteira, e, acima disto, é incurável”. || B: “[...] contato com o mundo exterior que abre, para o leitor, horizontes ilimitados”. || C: “Olivro informa, enriquece o espírito [...]”. || D: “[...] põe a imaginação em movimento [...]”. || E: “Brincadeira à parte, creio que a utilidade do livro é indiscutível [...]”. Leia o texto a seguir para responder às questões 7, 8 e 9. Abaixo, leia um trecho do romance Fahrenheit 451, de Ray Bradbury, cujo enredo acontece em uma sociedade distópica, em que livros são proibidos, e os bombeiros têm por função queimar os livros encontrados. O excerto é um diálogo entre os bombeiros Montag, personagem principal da narrativa, e seu chefe Beatty. Na cena, também está presente a esposa de Montag, Mildred. — Imagine o quadro. O homem do século dezenove com seus cavalos, cachorros, carroças, câmera lenta. Depois, no século vinte, acelere sua câmera. Livros abreviados. Condensações. Resumos. Tabloide. Clássicos reduzidos para se adaptarem a programas de rádio de quinze minutos, depois reduzidos novamente para uma coluna de livro de dois minutos de leitura, e, por fim, encerrando-se num dicionário, num verbete de dez a doze linhas. Estou exagerando, é claro. Os dicionários serviam apenas de referência. Mas, para muitos o Hamlet, certamente você conheceo título, Montag; provavelmente a senhora ouviu apenas uma vaga menção ao título, senhora Montag. O Hamlet não passava de um resumo de uma página num livro que proclamava: “Agora você finalmente pode ler todos os clássicos: faça como seus vizinhos”. Está vendo? Do berço até a faculdade e de volta para o berço: este foi o padrão intelectual nos últimos cinco séculos ou mais. Mildred se levantou e começou a andar pelo quarto, apanhando coisas e arrumando- -as. Beatty a ignorou e continuou: — Acelere o filme, Montag, rápido. Clique, Fotografe, Olhe, Observe, Filme, Aqui, Ali, Depressa, Passe, Suba, Desça, Entre, Saia, Por quê, Como, Quem, O quê?, Onde, Hein?, Ui! Bum! Tchan! Póin, Pim, Pam, Pum! Resumos de resumos, resumos de resumos de resumos. Política? Uma coluna, duas frases, uma manchete! Depois, no ar, tudo se dissolve! A mente humana entra em turbilhão sob as mãos dos editores, exploradores, locutores de rádio, tão depressa que a centrífuga joga fora todo pensamento desnecessário, desperdiçador de tempo! — A escolaridade é abreviada, disciplina relaxada, as filosofias, as histórias e as línguas são abolidas, gramática e ortografia pouco a pouco negligenciadas e, por fim, quase totalmente ignoradas. A vida é imediata, o emprego é que conta, o prazer está em toda parte depois do trabalho. Por que aprender alguma coisa além de apertar botões acionar interruptores, ajustar parafusos e porcas? [...]” 6 Fonte: BRADBURY, R. Fahrenheit 451. Trad. Cid Knipel. São Paulo: Globo, 2012, p. 77-78
ITA-MC-2026-P2-POR-Q007	2026	phase_2	portugues	7	A partir do trecho lido, é possível inferir que a sociedade descrita no romance valoriza PRINCIPALMENTE	A: a informação rápida e sucinta, ainda que de baixa qualidade ou criticidade, em detrimento de uma abordagem reflexiva. || B: o conhecimento dos tabloides ao invés dos livros, desde que mantido o rigor da qualidade do que é consumido. || C: ainformação, antes veiculada em livros, agora adaptada e reduzida a colunas de dois minutos de leitura. || D: o conhecimento, desde que abordado de forma sucinta e acessível a todas as pessoas. || E: ainformação rápida e sucinta, desde que gravada em dicionários ou verbetes para consultas
ITA-MC-2026-P2-POR-Q008	2026	phase_2	portugues	8	Analise o excerto abaixo e julgue as assertivas quanto aos recursos linguísticos empregados no texto. Em seguida, assinale a alternativa CORRETA. “[...] Clique, Fotografe, Olhe, Observe, Filme, Aqui, Ali, Depressa, Passe, Suba, Desça, Entre, Saia, Por quê, Como, Quem, O quê?, Onde, Hein?, Ui! Bum! Tchan! Póin, Pim, Pam, Pum!” |. O uso de sequência de verbos sem complemento contribui para dar o efeito de rapidez da mudança e simplificação que ocorreu com os produtos culturais. Il. O predomínio do imperativo faz alusão a uma sociedade que manipula seus cidadãos de forma imperceptível por meio de produtos culturais. Ill. A gradação dos recursos linguísticos do trecho, que inicia com verbo e termina com onomatopeia, contribui para evidenciar o processo de simplificação dos produtos culturais. IV. A anáfora do trecho, iniciada com verbos de comandoe finalizada com onomatopeias, contribui para a crítica acerca do processo de simplificação dos produtos culturais.	A: Apenas as assertivas | e Il estão corretas. || B: Apenas as assertivas |, Ile Ill estão corretas. || C: Apenas as assertivas |, Ille IV estão corretas. || D: Apenas as assertivas Il, Ille IV estão corretas. || E: Todas as assertivas estão corretas. 7
ITA-MC-2026-P2-POR-Q009	2026	phase_2	portugues	9	“— A escolaridade é abreviada, disciplina relaxada, as filosofias, as histórias e as línguas são abolidas, gramática e ortografia pouco a pouco negligenciadas e, por fim, quase totalmente ignoradas”. Acerca dos recursos linguísticos utilizados no trecho e dos seus efeitos de sentido, é CORRETO afirmar que predominam estruturas na voz	A: ativa, com sujeito indeterminado a fim de impessoalizar o responsável pela ação, parte da crítica presente no trecho. || B: ativa, com a omissão do agente da passiva para impessoalizar o agente da ação; desse modo, sabe-se quais as ações tomadas, mas não por quem. || C: passiva sintética, com a omissão da partícula “se”, o que confere ao texto um grau de parcialidade que permite não atribuir responsabilidade pelas ações. || D: passiva analítica, com a omissão do sujeito, o que confere ao texto um grau de parcialidade em virtude de que não se sabe quem é responsável pela ação. || E: passiva analítica, com a omissão do agente da passiva, o que confere ao texto a noção de que não há um único responsável visível pelas ações descritas. Leia o texto a seguir para responder às questões 10 e 11. “...] Na sociedade da informação, simplesmente não temos tempo para ação racional. A coação da comunicação acelerada nos priva da racionalidade. [...] A racionalidade discursiva é ameaçada, hoje, também pela comunicação afetiva. A gente se deixa afetar demais por informações que se seguem apressadas umas às outras. Afetos são mais rápidos do que racionalidade. Em uma comunicação afetiva, não prevalecem melhores argumentos, mas as informações com maior potencial de estimular. Desse modo, fake news, notícias falsas, geram mais atenção do que fatos. Um único tuíte que contenha fake news ou fragmentos de informações descontextualizadas é possivelmente mais efetivo do que um argumento fundamentado. [...] Memes são vírus mediais que se propagam, se reproduzem e também se mutam extremamente rápido na rede. [...] A comunicação baseada em memes como contaminação viral dificulta o discurso racional ao mobilizar mais do que nada, afetos. A guerra de memes indica que a comunicação digital privilegia cada vez mais o visual perante o textual. Imagens são, justamente, mais rápidas que os textos. Nem o discurso nem a verdade são virais. Fonte: HAN, Byung-Chul. Infocracia: digitalização e a crise da democracia. Petrópolis, RJ: Vozes, 2022, p. 36 e 45. 8
ITA-MC-2026-P2-POR-Q010	2026	phase_2	portugues	10	Sobre o processo comunicativo na sociedade da informação, é CORRETO inferir que A( ) acomunicação afetiva, na sociedade de informação, prescinde de informações com maior potencial de estimular. B( )a racionalidade discursiva sobrepuja a comunicação afetiva, por ser uma das características de comunicação da sociedade da informação. C( |) a comunicação afetiva e a racionalidade discursiva coadunam-se na propagação de fake news na sociedade da informação. D( ) a comunicação afetiva é prejudicial para a racionalidade discursiva, pois permite a propagação de saberes inerentes à sociedade de informação. E ( ) a comunicação afetiva coibe a racionalidade discursiva em virtude da velocidade da troca de informações que surge na sociedade da informação	A:  || B:  || C:  || D:  || E: 
ITA-MC-2026-P2-POR-Q011	2026	phase_2	portugues	11	Assinale a alternativa cujo sintagma grifado exerce a mesma função sintática que a oração sublinhada em “A guerra de memes indica que a comunicação digital privilegia cada vez mais o visual perante o textual”. A(. )“Em uma comunicação afetiva, não prevalecem os melhores argumentos, [...]’. B( )“A gente se deixa afetar por informações que se seguem umas às outras”. C( )“Memes são vírus mediais [...]”. D( )“A coação da comunicação acelerada nos priva da racionalidade”. E ( )*...não temos tempo para a ação racional	A:  || B:  || C:  || D:  || E: 
ITA-MC-2026-P2-POR-Q012	2026	phase_2	portugues	12	“O naturalismo surge com a proposta de conduzir a literatura por outros rumos, diferentes daqueles assumidos pelo romantismo, principalmente no que diz respeito ao sentimentalismo exacerbado que marca a produção literária deste período, mas, como afirma Machado de Assis (1839-1908), “sair de um excesso para cair em outro, não é regenerar nada; é trocar o agente da corrupção”. [...] Para exemplificar esta relação entre romantismo e naturalismo, pode-se citar a passagem do romance O Bom-crioulo em que Amaro é chicoteado inúmeras vezes sem qualquer gemido de dor e, somente após cento e cinquenta chibatadas, pôde-se ver um fio de sangue a escorrer em suas costas, o que conota a força e a resistência que o personagem tem, que de tão animalizadas atingem paradoxalmente os patamares elevados da virilidade de um herói [...].” Fonte: SILVA, Paulo Ricardo Moura da. Naturalismo brasileiro: as tensões e contradições em relação ao projeto da objetividade. Travessias Interativas, São Crist6vao-SE, v. 8, n. 15, p. 276-293, 2018. DOI: 10.51951/ti.v8i15. Disponível em https://periodicos.ufs.br/Travessias/article/view/8897 9 Questão 12. Sobre o texto e as escolas literárias a que ele faz referência, avalie as seguintes assertivas. Em seguida, assinale a alternativa CORRETA. | O romantismo apresenta um olhar idealizado para as origens brasileiras, o que justificaria um olhar de heroísmo para o negro. Il. O naturalismo apresenta um olhar pautado no cientificismo, que animaliza tanto o ser humano quanto as relações humanas. Ill. O texto estabelece uma relação entre naturalismo e romantismo, uma vez que o naturalismo, ao exagerar na descrição naturalista, aproxima-se da idealização romântica. IV. O texto estabelece uma relação entre naturalismo e romantismo apenas se houver uma idealização exagerada do protagonista da narrativa, pautada em descrição minuciosa.	A: Apenasle Il estão corretas. || B: Apenaslelll estão corretas. || C: Apenasle IV estão corretas. || D: Apenas Il e Ill estão corretas. || E: Apenaslle IV estão corretas
