question_id	year	exam_phase	subject	question_number	needs_review	has_image	context
ITA-MC-2010-SP-QUI-Q001	2010	single_phase	quimica	1	False	True	A figura ao lado apresenta a curva de aquecimento de 100 g de uma substância pura genérica no estado sólido. Sabe-se que calor é fornecido 120 120 S S a uma vel [...] o calor específico do líquido. Das afirmações acima, está(ão) ERRADA(S): | ALT A:apenas I. || B:apenas I, II e III. || C:apenas II e IV. || D:apenas III. || E:apenas IV
ITA-MC-2010-SP-QUI-Q002	2010	single_phase	quimica	2	False	False	Historicamente, a teoria atômica recebeu várias contribuições de cientistas. Assinale a opção que apresenta, na ordem cronológica CORRETA, os nomes de cientistas que são apontados como autores de modelos atômicos. | ALT A:Dalton, Thomson, Rutherford e Bohr. || B:Thomson, Millikan, Dalton e Rutherford. || C:Avogadro
ITA-MC-2010-SP-QUI-Q003	2010	single_phase	quimica	3	False	False	HC (g) é borbulhado e dissolvido em um solvente X. A solução resultante é não-condutora em relação à corrente elétrica. O solvente X deve ser necessariamente | ALT A:polar. || B:não-polar. || C:hidrofílico. || D:mais ácido que HCA. || E:menos ácido que HCA
ITA-MC-2010-SP-QUI-Q004	2010	single_phase	quimica	4	False	True	Uma solução aquosa de HCA 0,1 mol L–1 foi titulada com uma solução aquosa de NaOH 0,1 mol L–1. A figura ao lado apresenta a curva de T T Condutância Condutância [...] das nesta figura, assinale a opção Volume de NaOH Volume de NaOH ERRADA. | ALT A:Os íons responsáveis pela condutância da solução no ponto R são: H+, CA− e Na+. || B:Os íons r
ITA-MC-2010-SP-QUI-Q005	2010	single_phase	quimica	5	False	False	Uma barra de ferro e um fio de platina, conectados eletricamente a um voltímetro de alta impedância, são parcialmente imersos em uma mistura de soluções aquosas [...] e meio aquoso. o o = = − Dados: E 0,000V; E 0,440V + + 2 0 H /H Fe /Fe 2 | ALT A:0,75 || B:1,50 || C:1,75 || D:2,50 || E:3,25
ITA-MC-2010-SP-QUI-Q006	2010	single_phase	quimica	6	False	False	A seguinte reação não-balanceada e incompleta ocorre em meio ácido: − − + 2 2 3 + → + (Cr O ) (C O ) Cr CO 2 7 2 4 2 A soma dos coeficientes estequiométricos da reação completa e balanceada é igual a | ALT A:11. || B:22. || C:33. || D:44. || E:55
ITA-MC-2010-SP-QUI-Q007	2010	single_phase	quimica	7	False	False	Considere os seguintes líquidos, todos a 25 °C: Cu(NO ) (aq) CH OH( )A I. IV. CH (CH ) 3 2 3 2 16 2 CS ( )A V. A HC (aq) II. 2 C H ( )A VI. CH CO H(aq) III. 6 6 [...] pção que indica o(s) líquido(s) solúvel(eis) em tetracloreto de carbono. | ALT A:Apenas I, III e V || B:Apenas II, IV e VI || C:Apenas III || D:Apenas IV || E:Apenas V
ITA-MC-2010-SP-QUI-Q008	2010	single_phase	quimica	8	False	False	Considere o seguinte mecanismo de reação genérica: + + + + 4 2 3 3 + → + A B A B (etapa lenta) + + + + 4 3 3 4 + → + A B A B (etapa rápida) + + + + 4 3 2 + → +  [...] m relação a este mecanismo, assinale a opção ERRADA. + + + + 4 3 3 + → + | ALT A:A reação global é representada pela equação . C 2A C 2A B + é catalisador. 2 || B:B + e B + sã
ITA-MC-2010-SP-QUI-Q009	2010	single_phase	quimica	9	False	False	A 25 °C e 1 atm, uma solução de água pura contendo algumas gotas de solução alcoólica de indicador ácido-base azul de bromotimol apresenta coloração azulada. Ne [...] marelada. Assinale a opção que apresenta a substância sólida adicionada. | ALT A:Iodo. || B:Sacarose. || C:Gelo seco. || D:Nitrato de prata. || E:Cloreto de sódio
ITA-MC-2010-SP-QUI-Q010	2010	single_phase	quimica	10	False	False	Em cinco béqueres foram adicionados 50 mL de uma solução de referência, que consiste de uma solução aquosa saturada em cloreto de prata, contendo corpo de fundo [...] nadas, que altera(m) a constante de equilíbrio da solução de referência. | ALT A:Apenas I, III e IV || B:Apenas I e IV || C:Apenas II e V || D:Apenas III || E:Apenas V
ITA-MC-2010-SP-QUI-Q011	2010	single_phase	quimica	11	False	False	A 25 °C e 1 atm, uma amostra de 1,0 L de água pura foi saturada com oxigênio gasoso (O2) e o sistema foi mantido em equilíbrio nessas condições. Admitindo-se co [...] ime o valor calculado do volume, em L, de O2 solubilizado nessa amostra. | ALT A:1,3 x 10–3 || B:2,6 x 10–3 || C:3,9 x 10–3 || D:1,6 x 10–2 || E:3,2 x 10–2
ITA-MC-2010-SP-QUI-Q012	2010	single_phase	quimica	12	False	False	Um vaso de pressão com volume interno de 250 cm3 contém gás nitrogênio (N2) quimicamente puro, submetido à temperatura constante de 250 °C e pressão total de 2, [...] e gás quando exposto às condições de pressão e temperatura apresentadas. | ALT A:3,7 x 1021 e 1,1 || B:4,2 x 1021 e 1,4 || C:5,9 x 1021 e 1,4 || D:7,2 x 1021 e 1,3 || E:8,7 x 
ITA-MC-2010-SP-QUI-Q013	2010	single_phase	quimica	13	False	False	Um recipiente contendo gás hidrogênio (H2) é mantido à temperatura constante de 0 °C. Assumindo que, nessa condição, o H2 é um gás ideal e sabendo-se que a velo [...]  calculado da energia cinética média, em J, de uma única molécula de H2. | ALT A:3,1 x 10–24 || B:5,7 x 10–24 || C:3,1 x 10–21 || D:5,7 x 10–21 || E:2,8 x 10–18
ITA-MC-2010-SP-QUI-Q014	2010	single_phase	quimica	14	False	False	Assinale a opção que apresenta a afirmação CORRETA sobre uma reação genérica de ordem zero em relação ao reagente X. | ALT A:A velocidade inicial de X é maior que sua velocidade média. || B:A velocidade inicial de X var
ITA-MC-2010-SP-QUI-Q015	2010	single_phase	quimica	15	False	False	Uma solução aquosa saturada em fosfato de estrôncio [Sr3(PO4)2] está em equilíbrio químico à temperatura de 25 °C, e a concentração de equilíbrio do íon estrônc [...] valor do pK ° PS(25 C) Dado: KPS = constante do produto de solubilidade. | ALT A:7,0 || B:13,0 || C:25,0 || D:31,0 || E:35,0
ITA-MC-2010-SP-QUI-Q016	2010	single_phase	quimica	16	True	True	Sabe-se que a 25 °C as entalpias de combustão (em kJ mol−1) de grafita, gás hidrogênio e gás metano são, respectivamente: –393,5; –285,9 e –890,5. Assinale a al [...] ita) 2H (g) CH (g) 2 4 211,1 kJ mol− 74,8 kJ mol− 74,8 kJ mol− 1 1 1 − − | ALT A: || B: || C:136,3 kJ mol− 211,1 kJ mol− 1 1 || D: || E:
ITA-MC-2010-SP-QUI-Q017	2010	single_phase	quimica	17	False	False	Uma lâmpada incandescente comum consiste de um bulbo de vidro preenchido com um gás e de um filamento metálico que se aquece e emite luz quando percorrido por c [...] mento metálico deve apresentar para o funcionamento adequado da lâmpada. | ALT A:O filamento deve ser feito com um metal de elevado ponto de fusão. || B:O filamento deve ser f
ITA-MC-2010-SP-QUI-Q018	2010	single_phase	quimica	18	False	False	Em um processo de eletrodeposição de níquel, empregou-se um eletrodo ativo de níquel e um eletrodo de cobre, ambos parcialmente imersos em uma solução aquosa co [...] ao processo de eletrodeposição acima descrito, assinale a opção CORRETA. | ALT A:Todas as afirmações são verdadeiras. || B:Apenas a afirmação IV é verdadeira. || C:Apenas a af
ITA-MC-2010-SP-QUI-Q019	2010	single_phase	quimica	19	False	False	Considere duas reações químicas, mantidas à temperatura e pressão ambientes, descritas pelas equações abaixo: ΙΙ. A + → + → 1 1 I. H (g) O (g) H O(g) H (g) O (g [...] 2 Assinale a opção que apresenta a afirmação ERRADA sobre estas reações. | ALT A:As reações I e II são exotérmicas. || B:Na reação I, o valor, em módulo, da variação de entalp
ITA-MC-2010-SP-QUI-Q020	2010	single_phase	quimica	20	False	False	Considere o composto aromático do tipo C6H5Y, em que Y representa um grupo funcional ligado ao anel. Assinale a opção ERRADA com relação ao(s) produto(s) prefer [...] nitração deste tipo de composto nas condições experimentais apropriadas. | ALT A:Se Y representar o grupo –CH3, o produto formado será o m–nitrotolueno. || B:Se Y representar 
